bioguide_id,full_name,birthyear,image,office_address,phone,website,fec_id,bioname,chamber,left_right_ideology,party_code,state_abbrev,district_code,icpsr,party
C001127,Sheila Cherfilus-McCormick,1979.0,https://www.congress.gov/img/member/c001127_200.jpg,"2442 Rayburn House Office Building, Washington, DC 20515",(202) 225-1313,https://cherfilus-mccormick.house.gov/,H8FL20032,"CHERFILUS-MCCORMICK, Sheila",House,-0.439,100,FL,20,22163,Democrat
C001129,Mike Collins,1967.0,https://www.congress.gov/img/member/c001129_200.jpg,"2351 Rayburn House Office Building, Washington, DC 20515",(202) 225-4101,https://collins.house.gov,H8GA10049,"COLLINS, Mike",House,0.677,200,GA,10,22310,Republican
C001130,Jasmine Crockett,1981.0,https://www.congress.gov/img/member/c001130_200.jpg,"1616 Longworth House Office Building, Washington, DC 20515",(202) 225-8885,https://crockett.house.gov,H2TX30178,"CROCKETT, Jasmine",House,-0.498,100,TX,30,22312,Democrat
C001131,Greg Casar,1989.0,https://www.congress.gov/img/member/c001131_200.jpg,"446 Cannon House Office Building, Washington, DC 20515",(202) 225-5645,https://casar.house.gov,H4TX29044,"CASAR, Greg",House,-0.423,100,TX,35,22307,Democrat
C001132,Elijah Crane,1980.0,https://www.congress.gov/img/member/c001132_200.jpg,"307 Cannon House Office Building, Washington, DC 20515",(202) 225-3361,https://crane.house.gov,H2AZ01354,"CRANE, Eli",House,0.748,200,AZ,2,22311,Republican
C001133,Juan Ciscomani,1982.0,https://www.congress.gov/img/member/c001133_200.jpg,"461 Cannon House Office Building, Washington, DC 20515",(202) 225-2542,https://ciscomani.house.gov,H2AZ02360,"CISCOMANI, Juan",House,0.292,200,AZ,6,22309,Republican
C001136,"Herbert C. Conaway, Jr.",1963.0,https://www.congress.gov/img/member/6774243a0b34857ecc90906b_200.jpg,"1022 Longworth House Office Building, Washington, DC 20515",(202) 225-4765,https://conaway.house.gov/,H4NJ03080,"CONAWAY, Herbert C., Jr.",House,-0.237,100,NJ,3,22508,Democrat
C001137,Jeff Crank,1967.0,https://www.congress.gov/img/member/677424810b34857ecc909071_200.jpg,"1029 Longworth House Office Building, Washington, DC 20515",(202) 225-4422,https://crank.house.gov/,H6CO05142,"CRANK, Jeff",House,0.628,200,CO,5,22509,Republican
D000032,Byron Donalds,1978.0,https://www.congress.gov/img/member/d000032_200.jpg,"1710 Longworth House Office Building, Washington, DC 20515",(202) 225-2536,https://donalds.house.gov,H2FL14186,"DONALDS, Byron",House,0.646,200,FL,19,22111,Republican
D000096,Danny K. Davis,1941.0,https://www.congress.gov/img/member/116_rp_il_7_davis_danny_200.jpg,"2159 Rayburn House Office Building, Washington, DC 20515",(202) 225-5006,https://davis.house.gov,H6IL01092,"DAVIS, Danny K.",House,-0.487,100,IL,7,29717,Democrat
D000197,Diana DeGette,1957.0,https://www.congress.gov/img/member/116_rp_co_1_degette_diana_200.jpg,"2111 Rayburn House Office Building, Washington, DC 20515",(202) 225-4431,https://degette.house.gov,H6CO01141,"DeGETTE, Diana",House,-0.431,100,CO,1,29710,Democrat
D000216,Rosa L. DeLauro,1943.0,https://www.congress.gov/img/member/116_rp_ct_3_delauro_rosa_200.jpg,"2413 Rayburn House Office Building, Washington, DC 20515",(202) 225-3661,https://delauro.house.gov/,H0CT03072,"DeLAURO, Rosa L.",House,-0.414,100,CT,3,29109,Democrat
D000230,Donald G. Davis,1971.0,https://www.congress.gov/img/member/d000230_200.jpg,"1123 Longworth House Office Building, Washington, DC 20515",(202) 225-3101,https://dondavis.house.gov,H2NC02287,"DAVIS, Don",House,-0.251,100,NC,1,22314,Democrat
D000399,Lloyd Doggett,1946.0,https://www.congress.gov/img/member/d000399_200.jpg,"2307 Rayburn House Office Building, Washington, DC 20515",(202) 225-4865,https://doggett.house.gov,H4TX10028,"DOGGETT, Lloyd Alton, II",House,-0.403,100,TX,37,29571,Democrat
D000530,Christopher R. Deluzio,1984.0,https://www.congress.gov/img/member/d000530_200.jpg,"1222 Longworth House Office Building, Washington, DC 20515",(202) 225-2301,https://deluzio.house.gov,H2PA17103,"DELUZIO, Chris",House,-0.25,100,PA,17,22316,Democrat
D000563,Richard J. Durbin,1944.0,https://www.congress.gov/img/member/d000563_200.jpg,"711 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-2152,https://www.durbin.senate.gov,S4IL00339,"DURBIN, Richard Joseph",Senate,-0.345,100,IL,0,15021,Democrat
D000594,Monica De La Cruz,1974.0,https://www.congress.gov/img/member/66d9fd54f440bf1dc174fbf6_200.jpg,"1415 Longworth House Office Building, Washington, DC 20515",(202) 225-9901,https://delacruz.house.gov,H0TX15124,"DE LA CRUZ, Monica",House,0.472,200,TX,15,22315,Republican
D000600,Mario Diaz-Balart,1961.0,https://www.congress.gov/img/member/116_rp_fl_25_diazbalart_mario_200.jpg,"374 Cannon House Office Building, Washington, DC 20515",(202) 225-4211,https://mariodiazbalart.house.gov/,H2FL25018,"DIAZ-BALART, Mario",House,0.281,200,FL,26,20316,Republican
D000616,Scott DesJarlais,1964.0,https://www.congress.gov/img/member/d000616_200.jpg,"2304 Rayburn House Office Building, Washington, DC 20515",(202) 225-6831,https://desjarlais.house.gov/,H0TN04195,"DESJARLAIS, Scott",House,0.578,200,TN,4,21179,Republican
D000617,Suzan K. DelBene,1962.0,https://www.congress.gov/img/member/d000617_200.jpg,"2311 Rayburn House Office Building, Washington, DC 20515",(202) 225-6311,https://delbene.house.gov,H0WA08046,"DelBENE, Suzan K.",House,-0.293,100,WA,1,31101,Democrat
D000618,Steve Daines,1962.0,https://www.congress.gov/img/member/d000618_200.jpg,"320 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-2651,https://www.daines.senate.gov,S2MT00096,"DAINES, Steve",Senate,0.59,200,MT,0,21338,Republican
D000622,Tammy Duckworth,1968.0,https://www.congress.gov/img/member/d000622_200.jpg,"524 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-2854,https://www.duckworth.senate.gov,S6IL00292,"DUCKWORTH, Tammy",Senate,-0.343,100,IL,0,21325,Democrat
D000623,Mark DeSaulnier,1952.0,https://www.congress.gov/img/member/115_rp_ca_11_desaulnier_mark_200.jpg,"2134 Rayburn House Office Building, Washington, DC 20515",(202) 225-2095,https://desaulnier.house.gov/,H0CA10073,"DESAULNIER, Mark James",House,-0.513,100,CA,10,21504,Democrat
D000624,Debbie Dingell,1953.0,https://www.congress.gov/img/member/d000624_200.jpg,"102 Cannon House Office Building, Washington, DC 20515",(202) 225-4071,https://debbiedingell.house.gov/,H4MI12079,"DINGELL, Debbie",House,-0.401,100,MI,6,21529,Democrat
D000626,Warren Davidson,1970.0,https://www.congress.gov/img/member/115_rp_oh_8_davidson_warren_200.jpg,"2113 Rayburn House Office Building, Washington, DC 20515",(202) 225-6205,https://davidson.house.gov/,H6OH08315,"DAVIDSON, Warren",House,0.654,200,OH,8,21564,Republican
D000628,Neal P. Dunn,1953.0,https://www.congress.gov/img/member/115_rp_fl_2_dunn_neal_200.jpg,"466 Cannon House Office Building, Washington, DC 20515",(202) 225-5235,https://dunn.house.gov,H0FL13067,"DUNN, Neal Patrick",House,0.509,200,FL,2,21714,Republican
D000629,Sharice Davids,1980.0,https://www.congress.gov/img/member/d000629_200.jpg,"2435 Rayburn House Office Building, Washington, DC 20515",(202) 225-2865,https://davids.house.gov/,H8KS03155,"DAVIDS, Sharice",House,-0.266,100,KS,3,21914,Democrat
D000631,Madeleine Dean,1959.0,https://www.congress.gov/img/member/d000631_200.jpg,"150 Cannon House Office Building, Washington, DC 20515",(202) 225-4731,https://dean.house.gov,H8PA04116,"DEAN, Madeleine",House,-0.445,100,PA,4,21915,Democrat
D000634,Troy Downing,1967.0,https://www.congress.gov/img/member/677424da0b34857ecc909077_200.jpg,"1529 Longworth House Office Building, Washington, DC 20515",(202) 225-3211,https://downing.house.gov/,H4MT02098,"DOWNING, Troy",House,0.849,200,MT,2,22511,Republican
D000635,Maxine Dexter,1972.0,https://www.congress.gov/img/member/677425260b34857ecc90907d_200.jpg,"1207 Longworth House Office Building, Washington, DC 20515",(202) 225-4811,https://dexter.house.gov/,H4OR03192,"DEXTER, Maxine",House,-0.495,100,OR,3,22510,Democrat
E000071,Jake Ellzey,1970.0,https://www.congress.gov/img/member/e000071_200.jpg,"1721 Longworth House Office Building, Washington, DC 20515",(202) 225-2002,https://ellzey.house.gov/,H8TX06266,"ELLZEY, Jake",House,0.512,200,TX,6,22160,Republican
E000235,Mike Ezell,1959.0,https://www.congress.gov/img/member/e000235_200.jpg,"443 Cannon House Office Building, Washington, DC 20515",(202) 225-5772,https://ezell.house.gov,H2MS04258,"EZELL, Mike",House,0.541,200,MS,4,22319,Republican
E000246,Chuck Edwards,1960.0,https://www.congress.gov/img/member/e000246_200.jpg,"1505 Longworth House Office Building, Washington, DC 20515",(202) 225-6401,https://edwards.house.gov,H2NC14050,"EDWARDS, Chuck",House,0.379,200,NC,11,22318,Republican
E000294,Tom Emmer,1961.0,https://www.congress.gov/img/member/e000294_200.jpg,"326 Cannon House Office Building, Washington, DC 20515",(202) 225-2331,https://emmer.house.gov/,H4MN06087,"EMMER, Thomas Earl II",House,0.467,200,MN,6,21531,Republican
E000295,Joni Ernst,1970.0,https://www.congress.gov/img/member/e000295_200.jpg,"260 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-3254,https://www.ernst.senate.gov,S4IA00129,"ERNST, Joni",Senate,0.538,200,IA,0,41502,Republican
E000296,Dwight Evans,1954.0,https://www.congress.gov/img/member/115_rp_pa_2_evans_dwight_200.jpg,"1105 Longworth House Office Building, Washington, DC 20515",(202) 225-4001,https://evans.house.gov/,H6PA02171,"EVANS, Dwight",House,-0.469,100,PA,3,21566,Democrat
E000297,Adriano Espaillat,1954.0,https://www.congress.gov/img/member/e000297_200.jpg,"2332 Rayburn House Office Building, Washington, DC 20515",(202) 225-4365,https://espaillat.house.gov,H2NY13096,"ESPAILLAT, Adriano J.",House,-0.531,100,NY,13,21715,Democrat
E000298,Ron Estes,1956.0,https://www.congress.gov/img/member/e000298_200.jpg,"2234 Rayburn House Office Building, Washington, DC 20515",(202) 225-6216,https://estes.house.gov/,H8KS04112,"ESTES, Ron",House,0.648,200,KS,4,21750,Republican
E000299,Veronica Escobar,1969.0,https://www.congress.gov/img/member/e000299_200.jpg,"2448 Rayburn House Office Building, Washington, DC 20515",(202) 225-4831,https://escobar.house.gov,H8TX16109,"ESCOBAR, Veronica",House,-0.477,100,TX,16,21917,Democrat
E000300,Gabe Evans,1986.0,https://www.congress.gov/img/member/677425730b34857ecc909083_200.jpg,"1229 Longworth House Office Building, Washington, DC 20515",(202) 225-5625,https://gabeevans.house.gov/,H4CO08034,"EVANS, Gabe",House,0.394,200,CO,8,22513,Republican
E000301,Sarah Elfreth,1988.0,https://www.congress.gov/img/member/677425dc0b34857ecc909089_200.jpg,"1213 Longworth House Office Building, Washington, DC 20515",(202) 225-4016,https://elfreth.house.gov/,H4MD03156,"ELFRETH, Sarah",House,-0.308,100,MD,3,22512,Democrat
F000110,Cleo Fields,1962.0,https://www.congress.gov/img/member/677426250b34857ecc90908f_200.jpg,"2349 Rayburn House Office Building, Washington, DC 20515",(202) 225-3901,https://fields.house.gov/,H4LA06211,"FIELDS, Cleo",House,-0.456,100,LA,6,29354,Democrat
F000246,Pat Fallon,1967.0,https://www.congress.gov/img/member/f000246_200.jpg,"2416 Rayburn House Office Building, Washington, DC 20515",(202) 225-6673,https://fallon.house.gov,H0TX04219,"FALLON, Pat",House,0.714,200,TX,4,22112,Republican
F000446,Randy Feenstra,1969.0,https://www.congress.gov/img/member/f000446_200.jpg,"2434 Rayburn House Office Building, Washington, DC 20515",(202) 225-4426,https://feenstra.house.gov,H0IA04145,"FEENSTRA, Randy",House,0.467,200,IA,4,22113,Republican
F000450,Virginia Foxx,1943.0,https://www.congress.gov/img/member/116_rp_nc_5_foxx_virginia_200.jpg,"2462 Rayburn House Office Building, Washington, DC 20515",(202) 225-2071,https://foxx.house.gov/,H4NC05146,"FOXX, Virginia Ann",House,0.624,200,NC,5,20521,Republican
F000454,Bill Foster,1955.0,https://www.congress.gov/img/member/f000454_200.jpg,"2366 Rayburn House Office Building, Washington, DC 20515",(202) 225-3515,https://foster.house.gov,H8IL14067,"FOSTER, Bill",House,-0.238,100,IL,11,20749,Democrat
F000459,"Charles J. ""Chuck"" Fleischmann",1962.0,https://www.congress.gov/img/member/f000459_200.jpg,"2187 Rayburn House Office Building, Washington, DC 20515",(202) 225-3271,https://fleischmann.house.gov/,H0TN03254,"FLEISCHMANN, Chuck",House,0.431,200,TN,3,21178,Republican
F000462,Lois Frankel,1948.0,https://www.congress.gov/img/member/f000462_200.jpg,"2305 Rayburn House Office Building, Washington, DC 20515",(202) 225-9890,https://frankel.house.gov,H2FL14053,"FRANKEL, Lois",House,-0.396,100,FL,22,21321,Democrat
F000463,Deb Fischer,1951.0,https://www.congress.gov/img/member/669ec7925d19788d1f2034a1_200.jpg,"448 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-6551,https://www.fischer.senate.gov,S2NE00094,"FISCHER, Debra (Deb)",Senate,0.46,200,NE,0,41302,Republican
F000466,Brian K. Fitzpatrick,1973.0,https://www.congress.gov/img/member/116_rp_pa_1_fitzpatrick_brian_200.jpg,"271 Cannon House Office Building, Washington, DC 20515",(202) 225-4276,https://fitzpatrick.house.gov/,H6PA08277,"FITZPATRICK, Brian K.",House,0.14,200,PA,1,21718,Republican
F000468,Lizzie Fletcher,1975.0,https://www.congress.gov/img/member/67813f931f9ad6ea6fb1eb6f_200.jpg,"2004 Rayburn House Office Building, Washington, DC 20515",(202) 225-2571,https://fletcher.house.gov,H8TX07140,"FLETCHER, Elizabeth",House,-0.515,100,TX,7,21919,Democrat
F000469,Russ Fulcher,1962.0,https://www.congress.gov/img/member/f000469_200.jpg,"1514 Longworth House Office Building, Washington, DC 20515",(202) 225-6611,https://fulcher.house.gov/,H8ID01124,"FULCHER, Russell",House,0.648,200,ID,1,21920,Republican
F000470,Michelle Fischbach,1965.0,https://www.congress.gov/img/member/f000470_200.jpg,"2229 Rayburn House Office Building, Washington, DC 20515",(202) 225-2165,https://fischbach.house.gov,H0MN07091,"FISCHBACH, Michelle",House,0.538,200,MN,7,22114,Republican
F000471,Scott Fitzgerald,1963.0,https://www.congress.gov/img/member/f000471_200.jpg,"2444 Rayburn House Office Building, Washington, DC 20515",(202) 225-5101,https://fitzgerald.house.gov,H0WI05113,"FITZGERALD, Scott",House,0.599,200,WI,5,22115,Republican
F000472,Scott Franklin,1964.0,https://www.congress.gov/img/member/f000472_200.jpg,"2301 Rayburn House Office Building, Washington, DC 20515",(202) 225-1252,https://franklin.house.gov,H0FL15104,"FRANKLIN, C. Scott",House,0.624,200,FL,18,22116,Republican
F000474,Mike Flood,1975.0,https://www.congress.gov/img/member/67b4de4a61bd80d04553b0a5_200.jpg,"343 Cannon House Office Building, Washington, DC 20515",(202) 225-4806,https://flood.house.gov/,H2NE01118,"FLOOD, Mike",House,0.451,200,NE,1,22166,Republican
F000475,Brad Finstad,1976.0,https://www.congress.gov/img/member/f000475_200.jpg,"2418 Rayburn House Office Building, Washington, DC 20515",(202) 225-2472,https://finstad.house.gov/,H2MN01223,"FINSTAD, Brad",House,0.547,200,MN,1,22167,Republican
F000476,Maxwell Frost,1997.0,https://www.congress.gov/img/member/f000476_200.jpg,"1224 Longworth House Office Building, Washington, DC 20515",(202) 225-2176,https://frost.house.gov,H2FL10259,"FROST, Maxwell",House,-0.441,100,FL,10,22321,Democrat
F000477,Valerie P. Foushee,1956.0,https://www.congress.gov/img/member/68122e57246d1b6bd8d9f6ab_200.jpg,"2452 Rayburn House Office Building, Washington, DC 20515",(202) 225-1784,https://foushee.house.gov,H2NC06114,"FOUSHEE, Valerie",House,-0.503,100,NC,4,22320,Democrat
F000478,Russell Fry,1985.0,https://www.congress.gov/img/member/f000478_200.jpg,"345 Cannon House Office Building, Washington, DC 20515",(202) 225-9895,https://fry.house.gov,H2SC07280,"FRY, Russell",House,0.538,200,SC,7,22322,Republican
F000479,John Fetterman,1969.0,https://www.congress.gov/img/member/f000479_200.jpg,"142 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-4254,https://www.fetterman.senate.gov/,S6PA00274,"FETTERMAN, John Karl",Senate,-0.189,100,PA,0,42301,Democrat
F000480,Vince Fong,1979.0,https://www.congress.gov/img/member/669ff04f5d19788d1f2034aa_200.jpg,"243 Cannon House Office Building, Washington, DC 20515",(202) 225-2915,https://fong.house.gov/,H4CA20181,"FONG, Vince",House,0.451,200,CA,20,22378,Republican
F000481,Shomari Figures,1985.0,https://www.congress.gov/img/member/68013eaa4e51529406f18e42_200.jpg,"225 Cannon House Office Building, Washington, DC 20515",(202) 225-4931,https://figures.house.gov/,H4AL02170,"FIGURES, Shomari",House,-0.432,100,AL,2,22515,Democrat
F000482,Julie Fedorchak,1968.0,https://www.congress.gov/img/member/677426c20b34857ecc90909b_200.jpg,"1607 Longworth House Office Building, Washington, DC 20515",(202) 225-2611,https://fedorchak.house.gov/,H4ND00061,"FEDORCHAK, Julie",House,0.613,200,ND,1,22514,Republican
F000483,Laura Friedman,1966.0,https://www.congress.gov/img/member/677427070b34857ecc9090a1_200.jpg,"1517 Longworth House Office Building, Washington, DC 20515",(202) 225-4176,https://friedman.house.gov/,H4CA30149,"FRIEDMAN, Laura",House,-0.387,100,CA,30,22516,Democrat
F000484,Randy Fine,1974.0,https://www.congress.gov/img/member/67efda8c1b05a5a598f7fde0_200.jpg,"244 Cannon House Office Building, Washington, DC 20515",(202) 225-2706,https://fine.house.gov/,H6FL06258,"FINE, Randy",House,0.834,200,FL,6,22562,Republican
G000359,Lindsey Graham,1955.0,https://www.congress.gov/img/member/g000359_200.jpg,"211 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-5972,https://www.lgraham.senate.gov/,S0SC00149,"GRAHAM, Lindsey O.",Senate,0.367,200,SC,0,29566,Republican
G000386,Chuck Grassley,1933.0,https://www.congress.gov/img/member/g000386_200.jpg,"135 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-3744,https://www.grassley.senate.gov,S0IA00028,"GRASSLEY, Charles Ernest",Senate,0.362,200,IA,0,14226,Republican
G000546,Sam Graves,1963.0,https://www.congress.gov/img/member/g000546_200.jpg,"1135 Longworth House Office Building, Washington, DC 20515",(202) 225-7041,https://graves.house.gov/,H0MO06073,"GRAVES, Samuel",House,0.448,200,MO,6,20124,Republican
G000551,Raúl M. Grijalva,1948.0,https://www.congress.gov/img/member/g000551_200.jpg,,,,H6AZ07121,"GRIJALVA, Raúl M.",House,-0.598,100,AZ,7,20305,Democrat
G000553,Al Green,1947.0,https://www.congress.gov/img/member/116_rp_tx_9_green_al_200.jpg,"2347 Rayburn House Office Building, Washington, DC 20515",(202) 225-7508,https://algreen.house.gov,H4TX09095,"GREEN, Al",House,-0.447,100,TX,9,20529,Democrat
G000555,Kirsten E. Gillibrand,1966.0,https://www.congress.gov/img/member/g000555_200.jpg,"478 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4451,https://www.gillibrand.senate.gov,S0NY00410,"GILLIBRAND, Kirsten",Senate,-0.451,100,NY,0,20735,Democrat
G000558,Brett Guthrie,1964.0,https://www.congress.gov/img/member/g000558_200.jpg,"2161 Rayburn House Office Building, Washington, DC 20515",(202) 225-3501,https://guthrie.house.gov/,H8KY02031,"GUTHRIE, Brett",House,0.427,200,KY,2,20916,Republican
G000559,John Garamendi,1945.0,https://www.congress.gov/img/member/g000559_200.jpg,"2428 Rayburn House Office Building, Washington, DC 20515",(202) 225-1880,https://garamendi.house.gov/,H0CA10149,"GARAMENDI, John",House,-0.314,100,CA,8,20958,Democrat
G000565,Paul A. Gosar,1958.0,https://www.congress.gov/img/member/g000565_200.jpg,"2057 Rayburn House Office Building, Washington, DC 20515",(202) 225-2315,https://gosar.house.gov/,H0AZ01259,"GOSAR, Paul",House,0.704,200,AZ,9,21103,Republican
G000568,H. Morgan Griffith,1958.0,https://www.congress.gov/img/member/68094df86c2e6631263de737_200.jpg,"2110 Rayburn House Office Building, Washington, DC 20515",(202) 225-3861,https://morgangriffith.house.gov/,H0VA09055,"GRIFFITH, H. Morgan",House,0.51,200,VA,9,21191,Republican
G000574,Ruben Gallego,1979.0,https://www.congress.gov/img/member/c6870f487cf4bc9a568d8afbe61d754b_200.jpg,"302 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-4521,https://www.gallego.senate.gov/,S4AZ00139,"GALLEGO, Ruben",Senate,-0.36,100,AZ,0,21502,Democrat
G000576,Glenn Grothman,1955.0,https://www.congress.gov/img/member/116_rp_wi_6_grothman_glenn_200.jpg,"1211 Longworth House Office Building, Washington, DC 20515",(202) 225-2476,https://grothman.house.gov,H4WI06048,"GROTHMAN, Glenn",House,0.598,200,WI,6,21559,Republican
G000581,Vicente Gonzalez,1967.0,https://www.congress.gov/img/member/115_rp_tx_15_gonzalez_vicente_200.jpg,"1201 Longworth House Office Building, Washington, DC 20515",(202) 225-2531,https://gonzalez.house.gov,H6TX34031,"GONZALEZ, Vicente Jr.",House,-0.385,100,TX,34,21722,Democrat
G000583,Josh Gottheimer,1975.0,https://www.congress.gov/img/member/115_rp_nj_5_gottheimer_josh_200.jpg,"106 Cannon House Office Building, Washington, DC 20515",(202) 225-4465,https://gottheimer.house.gov,H6NJ05171,"GOTTHEIMER, Josh S.",House,-0.163,100,NJ,5,21723,Democrat
G000585,Jimmy Gomez,1974.0,https://www.congress.gov/img/member/115_rp_ca_34_gomez_jimmy_200.jpg,"506 Cannon House Office Building, Washington, DC 20515",(202) 225-6235,https://gomez.house.gov/,H8CA34266,"GOMEZ, Jimmy",House,-0.527,100,CA,34,21754,Democrat
G000586,"Jesús G. ""Chuy"" García",1956.0,https://www.congress.gov/img/member/g000586_200.jpg,"2334 Rayburn House Office Building, Washington, DC 20515",(202) 225-8203,https://chuygarcia.house.gov/,H8IL04134,"GARCÍA, Jesús",House,-0.434,100,IL,4,21921,Democrat
G000587,Sylvia R. Garcia,1950.0,https://www.congress.gov/img/member/g000587_200.jpg,"2419 Rayburn House Office Building, Washington, DC 20515",(202) 225-1688,https://sylviagarcia.house.gov/,H6TX29064,"GARCIA, Sylvia",House,-0.781,100,TX,29,21922,Democrat
G000589,Lance Gooden,1982.0,https://www.congress.gov/img/member/g000589_200.jpg,"2431 Rayburn House Office Building, Washington, DC 20515",(202) 225-3484,https://gooden.house.gov,H8TX05144,"GOODEN, Lance",House,0.721,200,TX,5,21925,Republican
G000590,Mark E. Green,1964.0,https://www.congress.gov/img/member/g000590_200.jpg,,,,H4TN07174,"GREEN, Mark",House,0.671,200,TN,7,21926,Republican
G000591,Michael Guest,1970.0,https://www.congress.gov/img/member/g000591_200.jpg,"450 Cannon House Office Building, Washington, DC 20515",(202) 225-5031,https://guest.house.gov,H8MS03125,"GUEST, Michael",House,0.529,200,MS,3,21927,Republican
G000592,Jared F. Golden,1982.0,https://www.congress.gov/img/member/g000592_200.jpg,"1107 Longworth House Office Building, Washington, DC 20515",(202) 225-6306,https://golden.house.gov,H8ME02185,"GOLDEN, Jared",House,-0.104,100,ME,2,21923,Democrat
G000593,Carlos A. Gimenez,1954.0,https://www.congress.gov/img/member/g000593_200.jpg,"448 Cannon House Office Building, Washington, DC 20515",(202) 225-2778,https://gimenez.house.gov,H0FL26036,"GIMENEZ, Carlos A.",House,0.332,200,FL,28,22118,Republican
G000594,Tony Gonzales,1980.0,https://www.congress.gov/img/member/g000594_200.jpg,"2239 Rayburn House Office Building, Washington, DC 20515",(202) 225-4511,https://gonzales.house.gov,H0TX35015,"GONZALES, Tony",House,0.346,200,TX,23,22119,Republican
G000596,Marjorie Taylor Greene,1974.0,https://www.congress.gov/img/member/g000596_200.jpg,"2201 Rayburn House Office Building, Washington, DC 20515",(202) 225-5211,https://greene.house.gov,H0GA06192,"GREENE, Marjorie Taylor",House,0.8,200,GA,14,22121,Republican
G000597,Andrew R. Garbarino,1984.0,https://www.congress.gov/img/member/g000597_200.jpg,"2344 Rayburn House Office Building, Washington, DC 20515",(202) 225-7896,https://garbarino.house.gov,H0NY02234,"GARBARINO, Andrew R.",House,0.245,200,NY,2,22117,Republican
G000598,Robert Garcia,1977.0,https://www.congress.gov/img/member/g000598_200.jpg,"109 Cannon House Office Building, Washington, DC 20515",(202) 225-7924,https://robertgarcia.house.gov,H2CA42213,"GARCIA, Robert",House,-0.376,100,CA,42,22323,Democrat
G000599,Daniel S. Goldman,1976.0,https://www.congress.gov/img/member/g000599_200.jpg,"245 Cannon House Office Building, Washington, DC 20515",(202) 225-7944,https://goldman.house.gov,H2NY10308,"GOLDMAN, Daniel",House,-0.43,100,NY,10,22324,Democrat
G000600,Marie Gluesenkamp Perez,1988.0,https://www.congress.gov/img/member/g000600_200.jpg,"1431 Longworth House Office Building, Washington, DC 20515",(202) 225-3536,https://gluesenkampperez.house.gov,H2WA03217,"PEREZ, Marie Gluesenkamp",House,-0.092,100,WA,3,22358,Democrat
G000601,Craig A. Goldman,1968.0,https://www.congress.gov/img/member/6774277d0b34857ecc9090a7_200.jpg,"1716 Longworth House Office Building, Washington, DC 20515",(202) 225-5071,https://craiggoldman.house.gov/,H4TX12065,"GOLDMAN, Craig A.",House,0.828,200,TX,12,22519,Republican
G000602,Laura Gillen,1969.0,https://www.congress.gov/img/member/677427de0b34857ecc9090ad_200.jpg,"428 Cannon House Office Building, Washington, DC 20515",(202) 225-5516,https://gillen.house.gov/,H2NY04244,"GILLEN, Laura",House,-0.151,100,NY,4,22518,Democrat
G000603,Brandon Gill,1994.0,https://www.congress.gov/img/member/677428ac0b34857ecc9090b3_200.jpg,"1305 Longworth House Office Building, Washington, DC 20515",(202) 225-7772,https://gill.house.gov/,H4TX26149,"GILL, Brandon",House,0.981,200,TX,26,22517,Republican
G000604,Maggie Goodlander,1986.0,https://www.congress.gov/img/member/678ff62d66bf616cf1a7ce13_200.jpg,"223 Cannon House Office Building, Washington, DC 20515",(202) 225-5206,https://goodlander.house.gov/,H4NH02399,"GOODLANDER, Maggie",House,-0.244,100,NH,2,22520,Democrat
G000605,Adam Gray,1977.0,https://www.congress.gov/img/member/67742a160b34857ecc9090bf_200.jpg,"1230 Longworth House Office Building, Washington, DC 20515",(202) 225-1947,https://gray.house.gov/,H2CA13115,"GRAY, Adam",House,-0.245,100,CA,13,22521,Democrat
H000273,John W. Hickenlooper,1952.0,https://www.congress.gov/img/member/h000273_200.jpg,"316 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-5941,https://www.hickenlooper.senate.gov,S0CO00575,"HICKENLOOPER, John Wright",Senate,-0.265,100,CO,0,42101,Democrat
H000601,Bill Hagerty,1959.0,https://www.congress.gov/img/member/h000601_200.jpg,"251 Russell Senate Office Building  Washington, DC 20510, Washington, DC 20510",(202) 224-4944,https://www.hagerty.senate.gov,S0TN00169,"HAGERTY, William Francis (Bill)",Senate,0.68,200,TN,0,42100,Republican
H000874,Steny H. Hoyer,1939.0,https://www.congress.gov/img/member/116_rp_md_5_hoyer_steny_200.jpg,"1705 Longworth House Office Building, Washington, DC 20515",(202) 225-4131,https://hoyer.house.gov/,H2MD05155,"HOYER, Steny Hamilton",House,-0.381,100,MD,5,14873,Democrat
H001042,Mazie K. Hirono,1947.0,https://www.congress.gov/img/member/h001042_200.jpg,"109 Hart Senate Office Building  Washington, DC 20510, Washington, DC 20515",(202) 224-6361,https://www.hirono.senate.gov/,S2HI00106,"HIRONO, Mazie",Senate,-0.514,100,HI,0,20713,Democrat
