bioguide_id,chamber,congress,stateCode,startYear,endYear,district
L000557,House of Representatives,111,CT,2009,2011,1.0
L000557,House of Representatives,112,CT,2011,2013,1.0
L000557,House of Representatives,113,CT,2013,2015,1.0
L000557,House of Representatives,114,CT,2015,2017,1.0
L000557,House of Representatives,115,CT,2017,2019,1.0
L000557,House of Representatives,116,CT,2019,2021,1.0
L000557,House of Representatives,117,CT,2021,2023,1.0
L000557,House of Representatives,118,CT,2023,2025,1.0
L000557,House of Representatives,119,CT,2025,2027,1.0
M001238,House of Representatives,119,DE,2025,2027,
N000147,House of Representatives,102,DC,1991,1993,
N000147,House of Representatives,103,DC,1993,1995,
N000147,House of Representatives,104,DC,1995,1997,
N000147,House of Representatives,105,DC,1997,1999,
N000147,House of Representatives,106,DC,1999,2001,
N000147,House of Representatives,107,DC,2001,2003,
N000147,House of Representatives,108,DC,2003,2005,
N000147,House of Representatives,109,DC,2005,2007,
N000147,House of Representatives,110,DC,2007,2009,
N000147,House of Representatives,111,DC,2009,2011,
N000147,House of Representatives,112,DC,2011,2013,
N000147,House of Representatives,113,DC,2013,2015,
N000147,House of Representatives,114,DC,2015,2017,
N000147,House of Representatives,115,DC,2017,2019,
N000147,House of Representatives,116,DC,2019,2021,
N000147,House of Representatives,117,DC,2021,2023,
N000147,House of Representatives,118,DC,2023,2025,
N000147,House of Representatives,119,DC,2025,2027,
D000600,House of Representatives,108,FL,2003,2005,25.0
D000600,House of Representatives,109,FL,2005,2007,25.0
D000600,House of Representatives,110,FL,2007,2009,25.0
D000600,House of Representatives,111,FL,2009,2011,25.0
D000600,House of Representatives,112,FL,2011,2013,21.0
D000600,House of Representatives,113,FL,2013,2015,25.0
D000600,House of Representatives,114,FL,2015,2017,25.0
D000600,House of Representatives,115,FL,2017,2019,25.0
D000600,House of Representatives,116,FL,2019,2021,25.0
D000600,House of Representatives,117,FL,2021,2023,25.0
D000600,House of Representatives,118,FL,2023,2025,26.0
D000600,House of Representatives,119,FL,2025,2027,26.0
W000797,House of Representatives,109,FL,2005,2007,20.0
W000797,House of Representatives,110,FL,2007,2009,20.0
W000797,House of Representatives,111,FL,2009,2011,20.0
W000797,House of Representatives,112,FL,2011,2013,20.0
W000797,House of Representatives,113,FL,2013,2015,23.0
W000797,House of Representatives,114,FL,2015,2017,23.0
W000797,House of Representatives,115,FL,2017,2019,23.0
W000797,House of Representatives,116,FL,2019,2021,23.0
W000797,House of Representatives,117,FL,2021,2023,23.0
W000797,House of Representatives,118,FL,2023,2025,25.0
W000797,House of Representatives,119,FL,2025,2027,25.0
C001066,House of Representatives,110,FL,2007,2009,11.0
C001066,House of Representatives,111,FL,2009,2011,11.0
C001066,House of Representatives,112,FL,2011,2013,11.0
C001066,House of Representatives,113,FL,2013,2015,14.0
C001066,House of Representatives,114,FL,2015,2017,14.0
C001066,House of Representatives,115,FL,2017,2019,14.0
C001066,House of Representatives,116,FL,2019,2021,14.0
C001066,House of Representatives,117,FL,2021,2023,14.0
C001066,House of Representatives,118,FL,2023,2025,14.0
C001066,House of Representatives,119,FL,2025,2027,14.0
B001260,House of Representatives,110,FL,2007,2009,13.0
B001260,House of Representatives,111,FL,2009,2011,13.0
B001260,House of Representatives,112,FL,2011,2013,13.0
B001260,House of Representatives,113,FL,2013,2015,16.0
B001260,House of Representatives,114,FL,2015,2017,16.0
B001260,House of Representatives,115,FL,2017,2019,16.0
B001260,House of Representatives,116,FL,2019,2021,16.0
B001260,House of Representatives,117,FL,2021,2023,16.0
B001260,House of Representatives,118,FL,2023,2025,16.0
B001260,House of Representatives,119,FL,2025,2027,16.0
B001257,House of Representatives,110,FL,2007,2009,9.0
B001257,House of Representatives,111,FL,2009,2011,9.0
B001257,House of Representatives,112,FL,2011,2013,9.0
B001257,House of Representatives,113,FL,2013,2015,12.0
B001257,House of Representatives,114,FL,2015,2017,12.0
B001257,House of Representatives,115,FL,2017,2019,12.0
B001257,House of Representatives,116,FL,2019,2021,12.0
B001257,House of Representatives,117,FL,2021,2023,12.0
B001257,House of Representatives,118,FL,2023,2025,12.0
B001257,House of Representatives,119,FL,2025,2027,12.0
W000806,House of Representatives,112,FL,2011,2013,8.0
W000806,House of Representatives,113,FL,2013,2015,10.0
W000806,House of Representatives,114,FL,2015,2017,10.0
W000806,House of Representatives,115,FL,2017,2019,11.0
W000806,House of Representatives,116,FL,2019,2021,11.0
W000806,House of Representatives,117,FL,2021,2023,11.0
W000806,House of Representatives,118,FL,2023,2025,11.0
W000806,House of Representatives,119,FL,2025,2027,11.0
W000808,House of Representatives,112,FL,2011,2013,17.0
W000808,House of Representatives,113,FL,2013,2015,24.0
W000808,House of Representatives,114,FL,2015,2017,24.0
W000808,House of Representatives,115,FL,2017,2019,24.0
W000808,House of Representatives,116,FL,2019,2021,24.0
W000808,House of Representatives,117,FL,2021,2023,24.0
W000808,House of Representatives,118,FL,2023,2025,24.0
W000808,House of Representatives,119,FL,2025,2027,24.0
F000462,House of Representatives,113,FL,2013,2015,22.0
F000462,House of Representatives,114,FL,2015,2017,22.0
F000462,House of Representatives,115,FL,2017,2019,21.0
F000462,House of Representatives,116,FL,2019,2021,21.0
F000462,House of Representatives,117,FL,2021,2023,21.0
F000462,House of Representatives,118,FL,2023,2025,22.0
F000462,House of Representatives,119,FL,2025,2027,22.0
D000628,House of Representatives,115,FL,2017,2019,2.0
D000628,House of Representatives,116,FL,2019,2021,2.0
D000628,House of Representatives,117,FL,2021,2023,2.0
D000628,House of Representatives,118,FL,2023,2025,2.0
D000628,House of Representatives,119,FL,2025,2027,2.0
M001199,House of Representatives,115,FL,2017,2019,18.0
M001199,House of Representatives,116,FL,2019,2021,18.0
M001199,House of Representatives,117,FL,2021,2023,18.0
M001199,House of Representatives,118,FL,2023,2025,21.0
M001199,House of Representatives,119,FL,2025,2027,21.0
R000609,House of Representatives,115,FL,2017,2019,4.0
R000609,House of Representatives,116,FL,2019,2021,4.0
R000609,House of Representatives,117,FL,2021,2023,4.0
R000609,House of Representatives,118,FL,2023,2025,5.0
R000609,House of Representatives,119,FL,2025,2027,5.0
S001200,House of Representatives,115,FL,2017,2019,9.0
S001200,House of Representatives,116,FL,2019,2021,9.0
S001200,House of Representatives,117,FL,2021,2023,9.0
S001200,House of Representatives,118,FL,2023,2025,9.0
S001200,House of Representatives,119,FL,2025,2027,9.0
S001214,House of Representatives,116,FL,2019,2021,17.0
S001214,House of Representatives,117,FL,2021,2023,17.0
S001214,House of Representatives,118,FL,2023,2025,17.0
S001214,House of Representatives,119,FL,2025,2027,17.0
W000823,House of Representatives,116,FL,2019,2021,6.0
W000823,House of Representatives,117,FL,2021,2023,6.0
W000823,House of Representatives,118,FL,2023,2025,6.0
W000823,House of Representatives,119,FL,2025,2025,6.0
C001039,House of Representatives,117,FL,2021,2023,3.0
C001039,House of Representatives,118,FL,2023,2025,3.0
C001039,House of Representatives,119,FL,2025,2027,3.0
D000032,House of Representatives,117,FL,2021,2023,19.0
D000032,House of Representatives,118,FL,2023,2025,19.0
D000032,House of Representatives,119,FL,2025,2027,19.0
F000472,House of Representatives,117,FL,2021,2023,15.0
F000472,House of Representatives,118,FL,2023,2025,18.0
F000472,House of Representatives,119,FL,2025,2027,18.0
G000593,House of Representatives,117,FL,2021,2023,26.0
G000593,House of Representatives,118,FL,2023,2025,28.0
G000593,House of Representatives,119,FL,2025,2027,28.0
S000168,House of Representatives,117,FL,2021,2023,27.0
S000168,House of Representatives,118,FL,2023,2025,27.0
S000168,House of Representatives,119,FL,2025,2027,27.0
C001127,House of Representatives,117,FL,2022,2023,20.0
C001127,House of Representatives,118,FL,2023,2025,20.0
C001127,House of Representatives,119,FL,2025,2027,20.0
B001314,House of Representatives,118,FL,2023,2025,4.0
B001314,House of Representatives,119,FL,2025,2027,4.0
F000476,House of Representatives,118,FL,2023,2025,10.0
F000476,House of Representatives,119,FL,2025,2027,10.0
L000597,House of Representatives,118,FL,2023,2025,15.0
L000597,House of Representatives,119,FL,2025,2027,15.0
L000596,House of Representatives,118,FL,2023,2025,13.0
L000596,House of Representatives,119,FL,2025,2027,13.0
M001216,House of Representatives,118,FL,2023,2025,7.0
M001216,House of Representatives,119,FL,2025,2027,7.0
M001217,House of Representatives,118,FL,2023,2025,23.0
M001217,House of Representatives,119,FL,2025,2027,23.0
H001099,House of Representatives,119,FL,2025,2027,8.0
F000484,House of Representatives,119,FL,2025,2027,6.0
P000622,House of Representatives,119,FL,2025,2027,1.0
S001157,House of Representatives,108,GA,2003,2005,13.0
S001157,House of Representatives,109,GA,2005,2007,13.0
S001157,House of Representatives,110,GA,2007,2009,13.0
S001157,House of Representatives,111,GA,2009,2011,13.0
S001157,House of Representatives,112,GA,2011,2013,13.0
S001157,House of Representatives,113,GA,2013,2015,13.0
S001157,House of Representatives,114,GA,2015,2017,13.0
S001157,House of Representatives,115,GA,2017,2019,13.0
S001157,House of Representatives,116,GA,2019,2021,13.0
S001157,House of Representatives,117,GA,2021,2023,13.0
S001157,House of Representatives,118,GA,2023,2025,13.0
S001157,House of Representatives,119,GA,2025,2027,13.0
J000288,House of Representatives,110,GA,2007,2009,4.0
J000288,House of Representatives,111,GA,2009,2011,4.0
J000288,House of Representatives,112,GA,2011,2013,4.0
J000288,House of Representatives,113,GA,2013,2015,4.0
J000288,House of Representatives,114,GA,2015,2017,4.0
J000288,House of Representatives,115,GA,2017,2019,4.0
J000288,House of Representatives,116,GA,2019,2021,4.0
J000288,House of Representatives,117,GA,2021,2023,4.0
J000288,House of Representatives,118,GA,2023,2025,4.0
J000288,House of Representatives,119,GA,2025,2027,4.0
S001189,House of Representatives,112,GA,2011,2013,8.0
S001189,House of Representatives,113,GA,2013,2015,8.0
S001189,House of Representatives,114,GA,2015,2017,8.0
S001189,House of Representatives,115,GA,2017,2019,8.0
S001189,House of Representatives,116,GA,2019,2021,8.0
S001189,House of Representatives,117,GA,2021,2023,8.0
S001189,House of Representatives,118,GA,2023,2025,8.0
S001189,House of Representatives,119,GA,2025,2027,8.0
C001103,House of Representatives,114,GA,2015,2017,1.0
C001103,House of Representatives,115,GA,2017,2019,1.0
C001103,House of Representatives,116,GA,2019,2021,1.0
C001103,House of Representatives,117,GA,2021,2023,1.0
C001103,House of Representatives,118,GA,2023,2025,1.0
C001103,House of Representatives,119,GA,2025,2027,1.0
L000583,House of Representatives,114,GA,2015,2017,11.0
L000583,House of Representatives,115,GA,2017,2019,11.0
L000583,House of Representatives,116,GA,2019,2021,11.0
L000583,House of Representatives,117,GA,2021,2023,11.0
L000583,House of Representatives,118,GA,2023,2025,11.0
L000583,House of Representatives,119,GA,2025,2027,11.0
A000372,House of Representatives,114,GA,2015,2017,12.0
A000372,House of Representatives,115,GA,2017,2019,12.0
A000372,House of Representatives,116,GA,2019,2021,12.0
A000372,House of Representatives,117,GA,2021,2023,12.0
A000372,House of Representatives,118,GA,2023,2025,12.0
A000372,House of Representatives,119,GA,2025,2027,12.0
M001208,House of Representatives,116,GA,2019,2021,6.0
M001208,House of Representatives,117,GA,2021,2023,6.0
M001208,House of Representatives,118,GA,2023,2025,7.0
M001208,House of Representatives,119,GA,2025,2027,6.0
C001116,House of Representatives,117,GA,2021,2023,9.0
C001116,House of Representatives,118,GA,2023,2025,9.0
C001116,House of Representatives,119,GA,2025,2027,9.0
G000596,House of Representatives,117,GA,2021,2023,14.0
G000596,House of Representatives,118,GA,2023,2025,14.0
G000596,House of Representatives,119,GA,2025,2027,14.0
W000788,House of Representatives,117,GA,2021,2023,5.0
W000788,House of Representatives,118,GA,2023,2025,5.0
W000788,House of Representatives,119,GA,2025,2027,5.0
C001129,House of Representatives,118,GA,2023,2025,10.0
C001129,House of Representatives,119,GA,2025,2027,10.0
M001218,House of Representatives,118,GA,2023,2025,6.0
M001218,House of Representatives,119,GA,2025,2027,7.0
J000311,House of Representatives,119,GA,2025,2027,3.0
B000490,House of Representatives,103,GA,1993,1995,2.0
B000490,House of Representatives,104,GA,1995,1997,2.0
B000490,House of Representatives,105,GA,1997,1999,2.0
B000490,House of Representatives,106,GA,1999,2001,2.0
B000490,House of Representatives,107,GA,2001,2003,2.0
B000490,House of Representatives,108,GA,2003,2005,2.0
B000490,House of Representatives,109,GA,2005,2007,2.0
B000490,House of Representatives,110,GA,2007,2009,2.0
B000490,House of Representatives,111,GA,2009,2011,2.0
B000490,House of Representatives,112,GA,2011,2013,2.0
B000490,House of Representatives,113,GA,2013,2015,2.0
B000490,House of Representatives,114,GA,2015,2017,2.0
B000490,House of Representatives,115,GA,2017,2019,2.0
B000490,House of Representatives,116,GA,2019,2021,2.0
B000490,House of Representatives,117,GA,2021,2023,2.0
B000490,House of Representatives,118,GA,2023,2025,2.0
B000490,House of Representatives,119,GA,2025,2027,2.0
M001219,House of Representatives,118,GU,2023,2025,
M001219,House of Representatives,119,GU,2025,2027,
C001055,House of Representatives,107,HI,2002,2003,2.0
C001055,House of Representatives,108,HI,2003,2005,2.0
C001055,House of Representatives,109,HI,2005,2007,2.0
C001055,House of Representatives,116,HI,2019,2021,1.0
C001055,House of Representatives,117,HI,2021,2023,1.0
C001055,House of Representatives,118,HI,2023,2025,1.0
C001055,House of Representatives,119,HI,2025,2027,1.0
T000487,House of Representatives,118,HI,2023,2025,2.0
T000487,House of Representatives,119,HI,2025,2027,2.0
F000469,House of Representatives,116,ID,2019,2021,1.0
F000469,House of Representatives,117,ID,2021,2023,1.0
F000469,House of Representatives,118,ID,2023,2025,1.0
F000469,House of Representatives,119,ID,2025,2027,1.0
S001148,House of Representatives,106,ID,1999,2001,2.0
S001148,House of Representatives,107,ID,2001,2003,2.0
S001148,House of Representatives,108,ID,2003,2005,2.0
S001148,House of Representatives,109,ID,2005,2007,2.0
S001148,House of Representatives,110,ID,2007,2009,2.0
S001148,House of Representatives,111,ID,2009,2011,2.0
S001148,House of Representatives,112,ID,2011,2013,2.0
S001148,House of Representatives,113,ID,2013,2015,2.0
S001148,House of Representatives,114,ID,2015,2017,2.0
S001148,House of Representatives,115,ID,2017,2019,2.0
S001148,House of Representatives,116,ID,2019,2021,2.0
S001148,House of Representatives,117,ID,2021,2023,2.0
S001148,House of Representatives,118,ID,2023,2025,2.0
S001148,House of Representatives,119,ID,2025,2027,2.0
F000454,House of Representatives,110,IL,2008,2009,14.0
F000454,House of Representatives,111,IL,2009,2011,14.0
F000454,House of Representatives,113,IL,2013,2015,11.0
F000454,House of Representatives,114,IL,2015,2017,11.0
F000454,House of Representatives,115,IL,2017,2019,11.0
F000454,House of Representatives,116,IL,2019,2021,11.0
F000454,House of Representatives,117,IL,2021,2023,11.0
F000454,House of Representatives,118,IL,2023,2025,11.0
F000454,House of Representatives,119,IL,2025,2027,11.0
Q000023,House of Representatives,111,IL,2009,2011,5.0
Q000023,House of Representatives,112,IL,2011,2013,5.0
Q000023,House of Representatives,113,IL,2013,2015,5.0
Q000023,House of Representatives,114,IL,2015,2017,5.0
Q000023,House of Representatives,115,IL,2017,2019,5.0
Q000023,House of Representatives,116,IL,2019,2021,5.0
Q000023,House of Representatives,117,IL,2021,2023,5.0
Q000023,House of Representatives,118,IL,2023,2025,5.0
Q000023,House of Representatives,119,IL,2025,2027,5.0
S001190,House of Representatives,113,IL,2013,2015,10.0
S001190,House of Representatives,115,IL,2017,2019,10.0
S001190,House of Representatives,116,IL,2019,2021,10.0
S001190,House of Representatives,117,IL,2021,2023,10.0
S001190,House of Representatives,118,IL,2023,2025,10.0
S001190,House of Representatives,119,IL,2025,2027,10.0
K000385,House of Representatives,113,IL,2013,2015,2.0
K000385,House of Representatives,114,IL,2015,2017,2.0
K000385,House of Representatives,115,IL,2017,2019,2.0
K000385,House of Representatives,116,IL,2019,2021,2.0
K000385,House of Representatives,117,IL,2021,2023,2.0
K000385,House of Representatives,118,IL,2023,2025,2.0
K000385,House of Representatives,119,IL,2025,2027,2.0
B001295,House of Representatives,114,IL,2015,2017,12.0
B001295,House of Representatives,115,IL,2017,2019,12.0
B001295,House of Representatives,116,IL,2019,2021,12.0
B001295,House of Representatives,117,IL,2021,2023,12.0
B001295,House of Representatives,118,IL,2023,2025,12.0
B001295,House of Representatives,119,IL,2025,2027,12.0
L000585,House of Representatives,114,IL,2015,2017,18.0
L000585,House of Representatives,115,IL,2017,2019,18.0
L000585,House of Representatives,116,IL,2019,2021,18.0
L000585,House of Representatives,117,IL,2021,2023,18.0
L000585,House of Representatives,118,IL,2023,2025,16.0
L000585,House of Representatives,119,IL,2025,2027,16.0
K000391,House of Representatives,115,IL,2017,2019,8.0
K000391,House of Representatives,116,IL,2019,2021,8.0
K000391,House of Representatives,117,IL,2021,2023,8.0
K000391,House of Representatives,118,IL,2023,2025,8.0
K000391,House of Representatives,119,IL,2025,2027,8.0
C001117,House of Representatives,116,IL,2019,2021,6.0
C001117,House of Representatives,117,IL,2021,2023,6.0
C001117,House of Representatives,118,IL,2023,2025,6.0
C001117,House of Representatives,119,IL,2025,2027,6.0
G000586,House of Representatives,116,IL,2019,2021,4.0
G000586,House of Representatives,117,IL,2021,2023,4.0
G000586,House of Representatives,118,IL,2023,2025,4.0
G000586,House of Representatives,119,IL,2025,2027,4.0
U000040,House of Representatives,116,IL,2019,2021,14.0
U000040,House of Representatives,117,IL,2021,2023,14.0
U000040,House of Representatives,118,IL,2023,2025,14.0
U000040,House of Representatives,119,IL,2025,2027,14.0
M001211,House of Representatives,117,IL,2021,2023,15.0
M001211,House of Representatives,118,IL,2023,2025,15.0
M001211,House of Representatives,119,IL,2025,2027,15.0
B001315,House of Representatives,118,IL,2023,2025,13.0
B001315,House of Representatives,119,IL,2025,2027,13.0
J000309,House of Representatives,118,IL,2023,2025,1.0
J000309,House of Representatives,119,IL,2025,2027,1.0
R000617,House of Representatives,118,IL,2023,2025,3.0
R000617,House of Representatives,119,IL,2025,2027,3.0
S001225,House of Representatives,118,IL,2023,2025,17.0
S001225,House of Representatives,119,IL,2025,2027,17.0
D000096,House of Representatives,105,IL,1997,1999,7.0
D000096,House of Representatives,106,IL,1999,2001,7.0
D000096,House of Representatives,107,IL,2001,2003,7.0
D000096,House of Representatives,108,IL,2003,2005,7.0
D000096,House of Representatives,109,IL,2005,2007,7.0
D000096,House of Representatives,110,IL,2007,2009,7.0
D000096,House of Representatives,111,IL,2009,2011,7.0
D000096,House of Representatives,112,IL,2011,2013,7.0
D000096,House of Representatives,113,IL,2013,2015,7.0
D000096,House of Representatives,114,IL,2015,2017,7.0
D000096,House of Representatives,115,IL,2017,2019,7.0
D000096,House of Representatives,116,IL,2019,2021,7.0
D000096,House of Representatives,117,IL,2021,2023,7.0
D000096,House of Representatives,118,IL,2023,2025,7.0
D000096,House of Representatives,119,IL,2025,2027,7.0
S001145,House of Representatives,106,IL,1999,2001,9.0
S001145,House of Representatives,107,IL,2001,2003,9.0
S001145,House of Representatives,108,IL,2003,2005,9.0
S001145,House of Representatives,109,IL,2005,2007,9.0
S001145,House of Representatives,110,IL,2007,2009,9.0
S001145,House of Representatives,111,IL,2009,2011,9.0
S001145,House of Representatives,112,IL,2011,2013,9.0
S001145,House of Representatives,113,IL,2013,2015,9.0
S001145,House of Representatives,114,IL,2015,2017,9.0
S001145,House of Representatives,115,IL,2017,2019,9.0
S001145,House of Representatives,116,IL,2019,2021,9.0
S001145,House of Representatives,117,IL,2021,2023,9.0
S001145,House of Representatives,118,IL,2023,2025,9.0
S001145,House of Representatives,119,IL,2025,2027,9.0
C001072,House of Representatives,110,IN,2008,2009,7.0
C001072,House of Representatives,111,IN,2009,2011,7.0
C001072,House of Representatives,112,IN,2011,2013,7.0
C001072,House of Representatives,113,IN,2013,2015,7.0
C001072,House of Representatives,114,IN,2015,2017,7.0
C001072,House of Representatives,115,IN,2017,2019,7.0
C001072,House of Representatives,116,IN,2019,2021,7.0
C001072,House of Representatives,117,IN,2021,2023,7.0
C001072,House of Representatives,118,IN,2023,2025,7.0
C001072,House of Representatives,119,IN,2025,2027,7.0
S001188,House of Representatives,111,IN,2010,2011,3.0
S001188,House of Representatives,112,IN,2011,2013,3.0
S001188,House of Representatives,113,IN,2013,2015,3.0
S001188,House of Representatives,114,IN,2015,2017,3.0
S001188,House of Representatives,119,IN,2025,2027,3.0
B001307,House of Representatives,116,IN,2019,2021,4.0
B001307,House of Representatives,117,IN,2021,2023,4.0
B001307,House of Representatives,118,IN,2023,2025,4.0
B001307,House of Representatives,119,IN,2025,2027,4.0
M001214,House of Representatives,117,IN,2021,2023,1.0
M001214,House of Representatives,118,IN,2023,2025,1.0
M001214,House of Representatives,119,IN,2025,2027,1.0
S000929,House of Representatives,117,IN,2021,2023,5.0
S000929,House of Representatives,118,IN,2023,2025,5.0
S000929,House of Representatives,119,IN,2025,2027,5.0
Y000067,House of Representatives,117,IN,2022,2023,2.0
Y000067,House of Representatives,118,IN,2023,2025,2.0
Y000067,House of Representatives,119,IN,2025,2027,2.0
H001093,House of Representatives,118,IN,2023,2025,9.0
H001093,House of Representatives,119,IN,2025,2027,9.0
M001233,House of Representatives,119,IN,2025,2027,8.0
S001229,House of Representatives,119,IN,2025,2027,6.0
F000446,House of Representatives,117,IA,2021,2023,4.0
F000446,House of Representatives,118,IA,2023,2025,4.0
F000446,House of Representatives,119,IA,2025,2027,4.0
H001091,House of Representatives,117,IA,2021,2023,1.0
H001091,House of Representatives,118,IA,2023,2025,2.0
H001091,House of Representatives,119,IA,2025,2027,2.0
M001215,House of Representatives,117,IA,2021,2023,2.0
M001215,House of Representatives,118,IA,2023,2025,1.0
M001215,House of Representatives,119,IA,2025,2027,1.0
N000193,House of Representatives,118,IA,2023,2025,3.0
N000193,House of Representatives,119,IA,2025,2027,3.0
E000298,House of Representatives,115,KS,2017,2019,4.0
E000298,House of Representatives,116,KS,2019,2021,4.0
E000298,House of Representatives,117,KS,2021,2023,4.0
E000298,House of Representatives,118,KS,2023,2025,4.0
E000298,House of Representatives,119,KS,2025,2027,4.0
D000629,House of Representatives,116,KS,2019,2021,3.0
D000629,House of Representatives,117,KS,2021,2023,3.0
D000629,House of Representatives,118,KS,2023,2025,3.0
D000629,House of Representatives,119,KS,2025,2027,3.0
M000871,House of Representatives,117,KS,2021,2023,1.0
M000871,House of Representatives,118,KS,2023,2025,1.0
M000871,House of Representatives,119,KS,2025,2027,1.0
S001228,House of Representatives,119,KS,2025,2027,2.0
R000395,House of Representatives,97,KY,1981,1983,5.0
R000395,House of Representatives,98,KY,1983,1985,5.0
R000395,House of Representatives,99,KY,1985,1987,5.0
R000395,House of Representatives,100,KY,1987,1989,5.0
R000395,House of Representatives,101,KY,1989,1991,5.0
R000395,House of Representatives,102,KY,1991,1993,5.0
R000395,House of Representatives,103,KY,1993,1995,5.0
R000395,House of Representatives,104,KY,1995,1997,5.0
R000395,House of Representatives,105,KY,1997,1999,5.0
R000395,House of Representatives,106,KY,1999,2001,5.0
R000395,House of Representatives,107,KY,2001,2003,5.0
R000395,House of Representatives,108,KY,2003,2005,5.0
R000395,House of Representatives,109,KY,2005,2007,5.0
R000395,House of Representatives,110,KY,2007,2009,5.0
R000395,House of Representatives,111,KY,2009,2011,5.0
R000395,House of Representatives,112,KY,2011,2013,5.0
R000395,House of Representatives,113,KY,2013,2015,5.0
R000395,House of Representatives,114,KY,2015,2017,5.0
R000395,House of Representatives,115,KY,2017,2019,5.0
R000395,House of Representatives,116,KY,2019,2021,5.0
R000395,House of Representatives,117,KY,2021,2023,5.0
R000395,House of Representatives,118,KY,2023,2025,5.0
R000395,House of Representatives,119,KY,2025,2027,5.0
G000558,House of Representatives,111,KY,2009,2011,2.0
G000558,House of Representatives,112,KY,2011,2013,2.0
G000558,House of Representatives,113,KY,2013,2015,2.0
G000558,House of Representatives,114,KY,2015,2017,2.0
G000558,House of Representatives,115,KY,2017,2019,2.0
G000558,House of Representatives,116,KY,2019,2021,2.0
G000558,House of Representatives,117,KY,2021,2023,2.0
G000558,House of Representatives,118,KY,2023,2025,2.0
G000558,House of Representatives,119,KY,2025,2027,2.0
B001282,House of Representatives,113,KY,2013,2015,6.0
B001282,House of Representatives,114,KY,2015,2017,6.0
B001282,House of Representatives,115,KY,2017,2019,6.0
B001282,House of Representatives,116,KY,2019,2021,6.0
B001282,House of Representatives,117,KY,2021,2023,6.0
B001282,House of Representatives,118,KY,2023,2025,6.0
B001282,House of Representatives,119,KY,2025,2027,6.0
C001108,House of Representatives,114,KY,2016,2017,1.0
C001108,House of Representatives,115,KY,2017,2019,1.0
C001108,House of Representatives,116,KY,2019,2021,1.0
C001108,House of Representatives,117,KY,2021,2023,1.0
C001108,House of Representatives,118,KY,2023,2025,1.0
C001108,House of Representatives,119,KY,2025,2027,1.0
M001220,House of Representatives,118,KY,2023,2025,3.0
M001220,House of Representatives,119,KY,2025,2027,3.0
M001184,House of Representatives,112,KY,2012,2013,4.0
M001184,House of Representatives,113,KY,2013,2015,4.0
M001184,House of Representatives,114,KY,2015,2017,4.0
M001184,House of Representatives,115,KY,2017,2019,4.0
M001184,House of Representatives,116,KY,2019,2021,4.0
M001184,House of Representatives,117,KY,2021,2023,4.0
M001184,House of Representatives,118,KY,2023,2025,4.0
M001184,House of Representatives,119,KY,2025,2027,4.0
S001176,House of Representatives,110,LA,2008,2009,1.0
S001176,House of Representatives,111,LA,2009,2011,1.0
S001176,House of Representatives,112,LA,2011,2013,1.0
S001176,House of Representatives,113,LA,2013,2015,1.0
S001176,House of Representatives,114,LA,2015,2017,1.0
S001176,House of Representatives,115,LA,2017,2019,1.0
S001176,House of Representatives,116,LA,2019,2021,1.0
S001176,House of Representatives,117,LA,2021,2023,1.0
S001176,House of Representatives,118,LA,2023,2025,1.0
S001176,House of Representatives,119,LA,2025,2027,1.0
H001077,House of Representatives,115,LA,2017,2019,3.0
H001077,House of Representatives,116,LA,2019,2021,3.0
H001077,House of Representatives,117,LA,2021,2023,3.0
H001077,House of Representatives,118,LA,2023,2025,3.0
H001077,House of Representatives,119,LA,2025,2027,3.0
J000299,House of Representatives,115,LA,2017,2019,4.0
J000299,House of Representatives,116,LA,2019,2021,4.0
J000299,House of Representatives,117,LA,2021,2023,4.0
J000299,House of Representatives,118,LA,2023,2025,4.0
J000299,House of Representatives,119,LA,2025,2027,4.0
L000595,House of Representatives,117,LA,2021,2023,5.0
L000595,House of Representatives,118,LA,2023,2025,5.0
L000595,House of Representatives,119,LA,2025,2027,5.0
C001125,House of Representatives,117,LA,2021,2023,2.0
C001125,House of Representatives,118,LA,2023,2025,2.0
C001125,House of Representatives,119,LA,2025,2027,2.0
F000110,House of Representatives,103,LA,1993,1995,4.0
F000110,House of Representatives,104,LA,1995,1997,4.0
F000110,House of Representatives,119,LA,2025,2027,6.0
P000597,House of Representatives,111,ME,2009,2011,1.0
P000597,House of Representatives,112,ME,2011,2013,1.0
P000597,House of Representatives,113,ME,2013,2015,1.0
P000597,House of Representatives,114,ME,2015,2017,1.0
P000597,House of Representatives,115,ME,2017,2019,1.0
P000597,House of Representatives,116,ME,2019,2021,1.0
P000597,House of Representatives,117,ME,2021,2023,1.0
P000597,House of Representatives,118,ME,2023,2025,1.0
P000597,House of Representatives,119,ME,2025,2027,1.0
G000592,House of Representatives,116,ME,2019,2021,2.0
G000592,House of Representatives,117,ME,2021,2023,2.0
G000592,House of Representatives,118,ME,2023,2025,2.0
G000592,House of Representatives,119,ME,2025,2027,2.0
H000874,House of Representatives,97,MD,1981,1983,5.0
H000874,House of Representatives,98,MD,1983,1985,5.0
H000874,House of Representatives,99,MD,1985,1987,5.0
H000874,House of Representatives,100,MD,1987,1989,5.0
H000874,House of Representatives,101,MD,1989,1991,5.0
H000874,House of Representatives,102,MD,1991,1993,5.0
H000874,House of Representatives,103,MD,1993,1995,5.0
H000874,House of Representatives,104,MD,1995,1997,5.0
H000874,House of Representatives,105,MD,1997,1999,5.0
