bioguide_id,Full name,Chamber,State,Party,District,birthYear,image,Office address,Phone,Website
C001129,Mike Collins,House of Representatives,Georgia,Republican,10.0,1967,https://www.congress.gov/img/member/c001129_200.jpg,"2351 Rayburn House Office Building, Washington, DC 20515",(202) 225-4101,https://collins.house.gov
M001218,Richard McCormick,House of Representatives,Georgia,Republican,7.0,1968,https://www.congress.gov/img/member/m001218_200.jpg,"1719 Longworth House Office Building, Washington, DC 20515",(202) 225-4272,https://mccormick.house.gov
J000311,Brian Jack,House of Representatives,Georgia,Republican,3.0,1988,https://www.congress.gov/img/member/67742e330b34857ecc9090ef_200.jpg,"1320 Longworth House Office Building, Washington, DC 20515",(202) 225-5901,https://jack.house.gov/
B000490,"Sanford D. Bishop, Jr.",House of Representatives,Georgia,Democratic,2.0,1947,https://www.congress.gov/img/member/b000490_200.jpg,"2407 Rayburn House Office Building, Washington, DC 20515",(202) 225-3631,https://bishop.house.gov/
M001219,James C. Moylan,House of Representatives,Guam,Republican,,1962,https://www.congress.gov/img/member/m001219_200.jpg,"228 Cannon House Office Building, Washington, DC 20510",(202) 225-1188,https://moylan.house.gov
C001055,Ed Case,House of Representatives,Hawaii,Democratic,1.0,1952,https://www.congress.gov/img/member/c001055_200.jpg,"2210 Rayburn House Office Building, Washington, DC 20515",(202) 225-2726,https://case.house.gov/
T000487,Jill N. Tokuda,House of Representatives,Hawaii,Democratic,2.0,1976,https://www.congress.gov/img/member/t000487_200.jpg,"1027 Longworth House Office Building, Washington, DC 20515",(202) 225-4906,https://tokuda.house.gov
F000469,Russ Fulcher,House of Representatives,Idaho,Republican,1.0,1962,https://www.congress.gov/img/member/f000469_200.jpg,"1514 Longworth House Office Building, Washington, DC 20515",(202) 225-6611,https://fulcher.house.gov/
S001148,Michael K. Simpson,House of Representatives,Idaho,Republican,2.0,1950,https://www.congress.gov/img/member/678152c81f9ad6ea6fb1eb7f_200.jpg,"2084 Rayburn House Office Building, Washington, DC 20515",(202) 225-5531,https://simpson.house.gov
F000454,Bill Foster,House of Representatives,Illinois,Democratic,11.0,1955,https://www.congress.gov/img/member/f000454_200.jpg,"2366 Rayburn House Office Building, Washington, DC 20515",(202) 225-3515,https://foster.house.gov
Q000023,Mike Quigley,House of Representatives,Illinois,Democratic,5.0,1958,https://www.congress.gov/img/member/q000023_200.jpg,"2083 Rayburn House Office Building, Washington, DC 20515",(202) 225-4061,https://quigley.house.gov/
S001190,Bradley Scott Schneider,House of Representatives,Illinois,Democratic,10.0,1961,https://www.congress.gov/img/member/s001190_200.jpg,"300 Cannon House Office Building, Washington, DC 20515",(202) 225-4835,https://schneider.house.gov
K000385,Robin L. Kelly,House of Representatives,Illinois,Democratic,2.0,1956,https://www.congress.gov/img/member/116_rp_il_2_kelly_robin_200.jpg,"2329 Rayburn House Office Building, Washington, DC 20515",(202) 225-0773,https://robinkelly.house.gov/
B001295,Mike Bost,House of Representatives,Illinois,Republican,12.0,1960,https://www.congress.gov/img/member/b001295_200.jpg,"352 Cannon House Office Building, Washington, DC 20515",(202) 225-5661,https://bost.house.gov/
L000585,Darin LaHood,House of Representatives,Illinois,Republican,16.0,1968,https://www.congress.gov/img/member/115_rp_il_18_lahood_darin_200.jpg,"503 Cannon House Office Building, Washington, DC 20515",(202) 225-6201,https://lahood.house.gov/
K000391,Raja Krishnamoorthi,House of Representatives,Illinois,Democratic,8.0,1973,https://www.congress.gov/img/member/k000391_200.jpg,"2367 Rayburn House Office Building, Washington, DC 20515",(202) 225-3711,https://krishnamoorthi.house.gov
C001117,Sean Casten,House of Representatives,Illinois,Democratic,6.0,1971,https://www.congress.gov/img/member/c001117_200.jpg,"2440 Rayburn House Office Building, Washington, DC 20515",(202) 225-4561,https://casten.house.gov
G000586,"Jesús G. ""Chuy"" García",House of Representatives,Illinois,Democratic,4.0,1956,https://www.congress.gov/img/member/g000586_200.jpg,"2334 Rayburn House Office Building, Washington, DC 20515",(202) 225-8203,https://chuygarcia.house.gov/
U000040,Lauren Underwood,House of Representatives,Illinois,Democratic,14.0,1986,https://www.congress.gov/img/member/u000040_200.jpg,"2228 Rayburn House Office Building, Washington, DC 20515",(202) 225-2976,https://underwood.house.gov/
M001211,Mary E. Miller,House of Representatives,Illinois,Republican,15.0,1959,https://www.congress.gov/img/member/m001211_200.jpg,"1740 Longworth House Office Building, Washington, DC 20515",(202) 225-5271,https://marymiller.house.gov
B001315,Nikki Budzinski,House of Representatives,Illinois,Democratic,13.0,1977,https://www.congress.gov/img/member/b001315_200.jpg,"1717 Longworth House Office Building, Washington, DC 20515",(202) 225-2371,https://budzinski.house.gov
J000309,Jonathan L. Jackson,House of Representatives,Illinois,Democratic,1.0,1966,https://www.congress.gov/img/member/j000309_200.jpg,"1632 Longworth House Office Building, Washington, DC 20515",(202) 225-4372,https://jonathanjackson.house.gov
R000617,Delia C. Ramirez,House of Representatives,Illinois,Democratic,3.0,1983,https://www.congress.gov/img/member/684c2356333714e4aee2e1fd_200.jpg,"1523 Longworth House Office Building, Washington, DC 20515",(202) 225-5701,https://ramirez.house.gov
S001225,Eric Sorensen,House of Representatives,Illinois,Democratic,17.0,1976,https://www.congress.gov/img/member/s001225_200.jpg,"1314 Longworth House Office Building, Washington, DC 20515",(202) 225-5905,https://sorensen.house.gov
D000096,Danny K. Davis,House of Representatives,Illinois,Democratic,7.0,1941,https://www.congress.gov/img/member/116_rp_il_7_davis_danny_200.jpg,"2159 Rayburn House Office Building, Washington, DC 20515",(202) 225-5006,https://davis.house.gov
S001145,Janice D. Schakowsky,House of Representatives,Illinois,Democratic,9.0,1944,https://www.congress.gov/img/member/116_rp_il_9_schakowsky_janice_200.jpg,"2408 Rayburn House Office Building, Washington, DC 20515",(202) 225-2111,https://schakowsky.house.gov
C001072,André Carson,House of Representatives,Indiana,Democratic,7.0,1974,https://www.congress.gov/img/member/c001072_200.jpg,"2135 Rayburn House Office Building, Washington, DC 20515",(202) 225-4011,https://carson.house.gov/
S001188,Marlin A. Stutzman,House of Representatives,Indiana,Republican,3.0,1976,https://www.congress.gov/img/member/67745e7e0b34857ecc90917f_200.jpg,"404 Cannon House Office Building, Washington, DC 20515",(202) 225-4436,https://stutzman.house.gov/
B001307,James R. Baird,House of Representatives,Indiana,Republican,4.0,1945,https://www.congress.gov/img/member/b001307_200.jpg,"2303 Rayburn House Office Building, Washington, DC 20515",(202) 225-5037,https://baird.house.gov/
M001214,Frank J. Mrvan,House of Representatives,Indiana,Democratic,1.0,1969,https://www.congress.gov/img/member/m001214_200.jpg,"2441 Rayburn House Office Building, Washington, DC 20515",(202) 225-2461,https://mrvan.house.gov
S000929,Victoria Spartz,House of Representatives,Indiana,Republican,5.0,1978,https://www.congress.gov/img/member/s000929_200.jpg,"1609 Longworth House Office Building, Washington, DC 20515",(202) 225-2276,https://spartz.house.gov
Y000067,Rudy Yakym III,House of Representatives,Indiana,Republican,2.0,1984,https://www.congress.gov/img/member/y000067_200.jpg,"349 Cannon House Office Building, Washington, DC 20515",(202) 225-3915,https://yakym.house.gov
H001093,Erin Houchin,House of Representatives,Indiana,Republican,9.0,1976,https://www.congress.gov/img/member/h001093_200.jpg,"342 Cannon House Office Building, Washington, DC 20515",(202) 225-5315,https://houchin.house.gov
M001233,Mark B. Messmer,House of Representatives,Indiana,Republican,8.0,1962,https://www.congress.gov/img/member/677448630b34857ecc909125_200.jpg,"1208 Longworth House Office Building, Washington, DC 20515",(202) 225-4636,https://messmer.house.gov/
S001229,Jefferson Shreve,House of Representatives,Indiana,Republican,6.0,1965,https://www.congress.gov/img/member/67745f0e0b34857ecc90918b_200.jpg,"224 Cannon House Office Building, Washington, DC 20515",(202) 225-3021,https://shreve.house.gov/
F000446,Randy Feenstra,House of Representatives,Iowa,Republican,4.0,1969,https://www.congress.gov/img/member/f000446_200.jpg,"2434 Rayburn House Office Building, Washington, DC 20515",(202) 225-4426,https://feenstra.house.gov
H001091,Ashley Hinson,House of Representatives,Iowa,Republican,2.0,1983,https://www.congress.gov/img/member/677ed0c7514c773869b6b920_200.jpg,"2458 Rayburn House Office Building, Washington, DC 20515",(202) 225-2911,https://hinson.house.gov
M001215,Mariannette Miller-Meeks,House of Representatives,Iowa,Republican,1.0,1955,https://www.congress.gov/img/member/m001215_200.jpg,"504 Cannon House Office Building, Washington, DC 20515",(202) 225-6576,https://millermeeks.house.gov/
N000193,Zachary Nunn,House of Representatives,Iowa,Republican,3.0,1979,https://www.congress.gov/img/member/n000193_200.jpg,"1410 Longworth House Office Building, Washington, DC 20515",(202) 225-5476,https://nunn.house.gov
E000298,Ron Estes,House of Representatives,Kansas,Republican,4.0,1956,https://www.congress.gov/img/member/e000298_200.jpg,"2234 Rayburn House Office Building, Washington, DC 20515",(202) 225-6216,https://estes.house.gov/
D000629,Sharice Davids,House of Representatives,Kansas,Democratic,3.0,1980,https://www.congress.gov/img/member/d000629_200.jpg,"2435 Rayburn House Office Building, Washington, DC 20515",(202) 225-2865,https://davids.house.gov/
M000871,Tracey Mann,House of Representatives,Kansas,Republican,1.0,1976,https://www.congress.gov/img/member/m000871_200.jpg,"344 Cannon House Office Building, Washington, DC 20515",(202) 225-2715,https://mann.house.gov
S001228,Derek Schmidt,House of Representatives,Kansas,Republican,2.0,1968,https://www.congress.gov/img/member/67745ec50b34857ecc909185_200.jpg,"1223 Longworth House Office Building, Washington, DC 20515",(202) 225-6601,https://schmidt.house.gov/
R000395,Harold Rogers,House of Representatives,Kentucky,Republican,5.0,1937,https://www.congress.gov/img/member/r000395_200.jpg,"2406 Rayburn House Office Building, Washington, DC 20515",(202) 225-4601,https://halrogers.house.gov/
G000558,Brett Guthrie,House of Representatives,Kentucky,Republican,2.0,1964,https://www.congress.gov/img/member/g000558_200.jpg,"2161 Rayburn House Office Building, Washington, DC 20515",(202) 225-3501,https://guthrie.house.gov/
B001282,Andy Barr,House of Representatives,Kentucky,Republican,6.0,1973,https://www.congress.gov/img/member/b001282_200.jpg,"2430 Rayburn House Office Building, Washington, DC 20515",(202) 225-4706,https://barr.house.gov/
C001108,James Comer,House of Representatives,Kentucky,Republican,1.0,1972,https://www.congress.gov/img/member/c001108_200.jpg,"2410 Rayburn House Office Building, Washington, DC 20515",(202) 225-3115,https://comer.house.gov/
M001220,Morgan McGarvey,House of Representatives,Kentucky,Democratic,3.0,1979,https://www.congress.gov/img/member/m001220_200.jpg,"1527 Longworth House Office Building, Washington, DC 20515",(202) 225-5401,https://mcgarvey.house.gov
M001184,Thomas Massie,House of Representatives,Kentucky,Republican,4.0,1971,https://www.congress.gov/img/member/m001184_200.jpg,"2371 Rayburn House Office Building, Washington, DC 20515",(202) 225-3465,https://massie.house.gov
S001176,Steve Scalise,House of Representatives,Louisiana,Republican,1.0,1965,https://www.congress.gov/img/member/s001176_200.jpg,"266 Cannon House Office Building, Washington, DC 20515",(202) 225-3015,https://scalise.house.gov/
H001077,Clay Higgins,House of Representatives,Louisiana,Republican,3.0,1961,https://www.congress.gov/img/member/h001077_200.jpg,"572 Cannon House Office Building, Washington, DC 20515",(202) 225-2031,https://clayhiggins.house.gov
J000299,Mike Johnson,House of Representatives,Louisiana,Republican,4.0,1972,https://www.congress.gov/img/member/67ffcb2af22eaf56065817c4_200.jpg,"521 Cannon House Office Building, Washington, DC 20515",(202) 225-2777,https://mikejohnson.house.gov
L000595,Julia Letlow,House of Representatives,Louisiana,Republican,5.0,1981,https://www.congress.gov/img/member/l000595_200.jpg,"142 Cannon House Office Building, Washington, DC 20515",(202) 225-8490,https://letlow.house.gov
C001125,Troy A. Carter,House of Representatives,Louisiana,Democratic,2.0,1963,https://www.congress.gov/img/member/c001125_200.jpg,"442 Cannon House Office Building, Washington, DC 20515",(202) 225-6636,https://troycarter.house.gov
F000110,Cleo Fields,House of Representatives,Louisiana,Democratic,6.0,1962,https://www.congress.gov/img/member/677426250b34857ecc90908f_200.jpg,"2349 Rayburn House Office Building, Washington, DC 20515",(202) 225-3901,https://fields.house.gov/
P000597,Chellie Pingree,House of Representatives,Maine,Democratic,1.0,1955,https://www.congress.gov/img/member/p000597_200.jpg,"2354 Rayburn House Office Building, Washington, DC 20515",(202) 225-6116,https://pingree.house.gov/
G000592,Jared F. Golden,House of Representatives,Maine,Democratic,2.0,1982,https://www.congress.gov/img/member/g000592_200.jpg,"1107 Longworth House Office Building, Washington, DC 20515",(202) 225-6306,https://golden.house.gov
H000874,Steny H. Hoyer,House of Representatives,Maryland,Democratic,5.0,1939,https://www.congress.gov/img/member/116_rp_md_5_hoyer_steny_200.jpg,"1705 Longworth House Office Building, Washington, DC 20515",(202) 225-4131,https://hoyer.house.gov/
M000687,Kweisi Mfume,House of Representatives,Maryland,Democratic,7.0,1948,https://www.congress.gov/img/member/m000687_200.jpg,"2263 Rayburn House Office Building, Washington, DC 20515",(202) 225-4741,https://mfume.house.gov/
H001052,Andy Harris,House of Representatives,Maryland,Republican,1.0,1957,https://www.congress.gov/img/member/117_rp_md_1_harris_andy_200.jpg,"1536 Longworth House Office Building, Washington, DC 20515",(202) 225-5311,https://harris.house.gov/
R000606,Jamie Raskin,House of Representatives,Maryland,Democratic,8.0,1962,https://www.congress.gov/img/member/r000606_200.jpg,"2242 Rayburn House Office Building, Washington, DC 20515",(202) 225-5341,https://raskin.house.gov
I000058,Glenn Ivey,House of Representatives,Maryland,Democratic,4.0,1961,https://www.congress.gov/img/member/i000058_200.jpg,"1610 Longworth House Office Building, Washington, DC 20515",(202) 225-8699,https://ivey.house.gov
E000301,Sarah Elfreth,House of Representatives,Maryland,Democratic,3.0,1988,https://www.congress.gov/img/member/677425dc0b34857ecc909089_200.jpg,"1213 Longworth House Office Building, Washington, DC 20515",(202) 225-4016,https://elfreth.house.gov/
M001232,April McClain Delaney,House of Representatives,Maryland,Democratic,6.0,1964,https://www.congress.gov/img/member/677446d80b34857ecc90911f_200.jpg,"1130 Longworth House Office Building, Washington, DC 20515",(202) 225-2721,https://mcclaindelaney.house.gov/
O000176,"Johnny Olszewski, Jr.",House of Representatives,Maryland,Democratic,2.0,1982,https://www.congress.gov/img/member/67744f4e0b34857ecc90915b_200.jpg,"1339 Longworth House Office Building, Washington, DC 20515",(202) 225-3061,https://olszewski.house.gov/
N000015,Richard E. Neal,House of Representatives,Massachusetts,Democratic,1.0,1949,https://www.congress.gov/img/member/n000015_200.jpg,"372 Cannon House Office Building, Washington, DC 20515",(202) 225-5601,https://neal.house.gov/
L000562,Stephen F. Lynch,House of Representatives,Massachusetts,Democratic,8.0,1955,https://www.congress.gov/img/member/l000562_200.jpg,"2109 Rayburn House Office Building, Washington, DC 20515",(202) 225-8273,https://lynch.house.gov/
K000375,William R. Keating,House of Representatives,Massachusetts,Democratic,9.0,1952,https://www.congress.gov/img/member/k000375_200.jpg,"2372 Rayburn House Office Building, Washington, DC 20515",(202) 225-3111,https://keating.house.gov/
C001101,Katherine M. Clark,House of Representatives,Massachusetts,Democratic,5.0,1963,https://www.congress.gov/img/member/c001101_200.jpg,"2368 Rayburn House Office Building, Washington, DC 20515",(202) 225-2836,https://katherineclark.house.gov/index.cfm/home
M001196,Seth Moulton,House of Representatives,Massachusetts,Democratic,6.0,1978,https://www.congress.gov/img/member/m001196_200.jpg,"1126 Longworth House Office Building, Washington, DC 20515",(202) 225-8020,https://moulton.house.gov/
P000617,Ayanna Pressley,House of Representatives,Massachusetts,Democratic,7.0,1974,https://www.congress.gov/img/member/p000617_200.jpg,"402 Cannon House Office Building, Washington, DC 20515",(202) 225-5111,https://pressley.house.gov
T000482,Lori Trahan,House of Representatives,Massachusetts,Democratic,3.0,1973,https://www.congress.gov/img/member/t000482_200.jpg,"2233 Rayburn House Office Building, Washington, DC 20515",(202) 225-3411,https://trahan.house.gov
A000148,Jake Auchincloss,House of Representatives,Massachusetts,Democratic,4.0,1988,https://www.congress.gov/img/member/67817e391f9ad6ea6fb1ebda_200.jpg,"1524 Longworth House Office Building, Washington, DC 20515",(202) 225-5931,https://auchincloss.house.gov
M000312,James P. McGovern,House of Representatives,Massachusetts,Democratic,2.0,1959,https://www.congress.gov/img/member/117_rp_ma_2_mcgovern_james_200.jpg,"370 Cannon House Office Building, Washington, DC 20515",(202) 225-6101,https://mcgovern.house.gov/
W000798,Tim Walberg,House of Representatives,Michigan,Republican,5.0,1951,https://www.congress.gov/img/member/w000798_200.jpg,"2266 Rayburn House Office Building, Washington, DC 20515",(202) 225-6276,https://walberg.house.gov/
H001058,Bill Huizenga,House of Representatives,Michigan,Republican,4.0,1969,https://www.congress.gov/img/member/h001058_200.jpg,"2232 Rayburn House Office Building, Washington, DC 20515",(202) 225-4401,https://huizenga.house.gov/
M001194,John R. Moolenaar,House of Representatives,Michigan,Republican,2.0,1961,https://www.congress.gov/img/member/m001194_200.jpg,"246 Cannon House Office Building, Washington, DC 20515",(202) 225-3561,https://moolenaar.house.gov/
D000624,Debbie Dingell,House of Representatives,Michigan,Democratic,6.0,1953,https://www.congress.gov/img/member/d000624_200.jpg,"102 Cannon House Office Building, Washington, DC 20515",(202) 225-4071,https://debbiedingell.house.gov/
B001301,Jack Bergman,House of Representatives,Michigan,Republican,1.0,1947,https://www.congress.gov/img/member/b001301_200.jpg,"566 Cannon House Office Building, Washington, DC 20515",(202) 225-4735,https://bergman.house.gov
S001215,Haley M. Stevens,House of Representatives,Michigan,Democratic,11.0,1983,https://www.congress.gov/img/member/s001215_200.jpg,"2411 Rayburn House Office Building, Washington, DC 20515",(202) 225-8171,https://stevens.house.gov/
T000481,Rashida Tlaib,House of Representatives,Michigan,Democratic,12.0,1976,https://www.congress.gov/img/member/t000481_200.jpg,"2438 Rayburn House Office Building, Washington, DC 20515",(202) 225-5126,https://tlaib.house.gov/
M001136,Lisa C. McClain,House of Representatives,Michigan,Republican,9.0,1966,https://www.congress.gov/img/member/677836d41658e791a384976d_200.jpg,"562 Cannon House Office Building, Washington, DC 20515",(202) 225-2106,https://mcclain.house.gov
J000307,John James,House of Representatives,Michigan,Republican,10.0,1981,https://www.congress.gov/img/member/j000307_200.jpg,"1519 Longworth House Office Building, Washington, DC 20515",(202) 225-4961,https://james.house.gov
S001221,Hillary J. Scholten,House of Representatives,Michigan,Democratic,3.0,1982,https://www.congress.gov/img/member/s001221_200.jpg,"1317 Longworth House Office Building, Washington, DC 20515",(202) 225-3831,https://scholten.house.gov
T000488,Shri Thanedar,House of Representatives,Michigan,Democratic,13.0,1955,https://www.congress.gov/img/member/68122bf2246d1b6bd8d9f6a2_200.jpg,"154 Cannon House Office Building, Washington, DC 20515",(202) 225-5802,https://thanedar.house.gov
B001321,Tom Barrett,House of Representatives,Michigan,Republican,7.0,1981,https://www.congress.gov/img/member/6774207d0b34857ecc909034_200.jpg,"1232 Longworth House Office Building, Washington, DC 20515",(202) 225-4872,https://barrett.house.gov/
M001237,Kristen McDonald Rivet,House of Representatives,Michigan,Democratic,8.0,1970,https://www.congress.gov/img/member/67744afa0b34857ecc90913d_200.jpg,"1408 Longworth House Office Building, Washington, DC 20515",(202) 225-3611,https://mcdonaldrivet.house.gov/
M001143,Betty McCollum,House of Representatives,Minnesota,Democratic,4.0,1954,https://www.congress.gov/img/member/116_rp_mn_4_mccollum_betty_200.jpg,"2426 Rayburn House Office Building, Washington, DC 20515",(202) 225-6631,https://mccollum.house.gov
E000294,Tom Emmer,House of Representatives,Minnesota,Republican,6.0,1961,https://www.congress.gov/img/member/e000294_200.jpg,"326 Cannon House Office Building, Washington, DC 20515",(202) 225-2331,https://emmer.house.gov/
C001119,Angie Craig,House of Representatives,Minnesota,Democratic,2.0,1972,https://www.congress.gov/img/member/c001119_200.jpg,"2052 Rayburn House Office Building, Washington, DC 20515",(202) 225-2271,https://craig.house.gov
O000173,Ilhan Omar,House of Representatives,Minnesota,Democratic,5.0,1982,https://www.congress.gov/img/member/o000173_200.jpg,"1730 Longworth House Office Building, Washington, DC 20515",(202) 225-4755,https://omar.house.gov/
S001212,Pete Stauber,House of Representatives,Minnesota,Republican,8.0,1966,https://www.congress.gov/img/member/s001212_200.jpg,"145 Cannon House Office Building, Washington, DC 20515",(202) 225-6211,https://stauber.house.gov
F000470,Michelle Fischbach,House of Representatives,Minnesota,Republican,7.0,1965,https://www.congress.gov/img/member/f000470_200.jpg,"2229 Rayburn House Office Building, Washington, DC 20515",(202) 225-2165,https://fischbach.house.gov
F000475,Brad Finstad,House of Representatives,Minnesota,Republican,1.0,1976,https://www.congress.gov/img/member/f000475_200.jpg,"2418 Rayburn House Office Building, Washington, DC 20515",(202) 225-2472,https://finstad.house.gov/
M001234,Kelly Morrison,House of Representatives,Minnesota,Democratic,3.0,1969,https://www.congress.gov/img/member/677449a70b34857ecc90912b_200.jpg,"1205 Longworth House Office Building, Washington, DC 20515",(202) 225-2871,https://morrison.house.gov/
K000388,Trent Kelly,House of Representatives,Mississippi,Republican,1.0,1966,https://www.congress.gov/img/member/116_rp_ms_1_kelly_trent_200.jpg,"2243 Rayburn House Office Building, Washington, DC 20515",(202) 225-4306,https://trentkelly.house.gov/
G000591,Michael Guest,House of Representatives,Mississippi,Republican,3.0,1970,https://www.congress.gov/img/member/g000591_200.jpg,"450 Cannon House Office Building, Washington, DC 20515",(202) 225-5031,https://guest.house.gov
E000235,Mike Ezell,House of Representatives,Mississippi,Republican,4.0,1959,https://www.congress.gov/img/member/e000235_200.jpg,"443 Cannon House Office Building, Washington, DC 20515",(202) 225-5772,https://ezell.house.gov
T000193,Bennie G. Thompson,House of Representatives,Mississippi,Democratic,2.0,1948,https://www.congress.gov/img/member/t000193_200.jpg,"2466 Rayburn House Office Building, Washington, DC 20515",(202) 225-5876,https://benniethompson.house.gov/
G000546,Sam Graves,House of Representatives,Missouri,Republican,6.0,1963,https://www.congress.gov/img/member/g000546_200.jpg,"1135 Longworth House Office Building, Washington, DC 20515",(202) 225-7041,https://graves.house.gov/
C001061,Emanuel Cleaver,House of Representatives,Missouri,Democratic,5.0,1944,https://www.congress.gov/img/member/116_rp_mo_5_cleaver_emanuel_200.jpg,"2217 Rayburn House Office Building, Washington, DC 20515",(202) 225-4535,https://cleaver.house.gov
W000812,Ann Wagner,House of Representatives,Missouri,Republican,2.0,1962,https://www.congress.gov/img/member/w000812_200.jpg,"2350 Rayburn House Office Building, Washington, DC 20515",(202) 225-1621,https://wagner.house.gov
S001195,Jason Smith,House of Representatives,Missouri,Republican,8.0,1980,https://www.congress.gov/img/member/s001195_200.jpg,"1011 Longworth House Office Building, Washington, DC 20515",(202) 225-4404,https://jasonsmith.house.gov
A000379,Mark Alford,House of Representatives,Missouri,Republican,4.0,1963,https://www.congress.gov/img/member/a000379_200.jpg,"328 Cannon House Office Building, Washington, DC 20515",(202) 225-2876,https://alford.house.gov
B001316,Eric Burlison,House of Representatives,Missouri,Republican,7.0,1976,https://www.congress.gov/img/member/b001316_200.jpg,"1108 Longworth House Office Building, Washington, DC 20515",(202) 225-6536,https://burlison.house.gov
B001324,Wesley Bell,House of Representatives,Missouri,Democratic,1.0,1974,https://www.congress.gov/img/member/677422240b34857ecc90904a_200.jpg,"1429 Longworth House Office Building, Washington, DC 20515",(202) 225-2406,https://bell.house.gov/
O000177,"Robert F. Onder, Jr.",House of Representatives,Missouri,Republican,3.0,1962,https://www.congress.gov/img/member/67744f970b34857ecc909161_200.jpg,"1113 Longworth House Office Building, Washington, DC 20515",(202) 225-2956,https://onder.house.gov/
Z000018,Ryan K. Zinke,House of Representatives,Montana,Republican,1.0,1961,https://www.congress.gov/img/member/117_rp_mt_1_zinke_ryan_200.jpg,"512 Cannon House Office Building, Washington, DC 20515",(202) 225-5628,https://zinke.house.gov
D000634,Troy Downing,House of Representatives,Montana,Republican,2.0,1967,https://www.congress.gov/img/member/677424da0b34857ecc909077_200.jpg,"1529 Longworth House Office Building, Washington, DC 20515",(202) 225-3211,https://downing.house.gov/
S001172,Adrian Smith,House of Representatives,Nebraska,Republican,3.0,1970,https://www.congress.gov/img/member/s001172_200.jpg,"502 Cannon House Office Building, Washington, DC 20515",(202) 225-6435,https://adriansmith.house.gov/
B001298,Don Bacon,House of Representatives,Nebraska,Republican,2.0,1963,https://www.congress.gov/img/member/115_rp_ne_2_bacon_don_200.jpg,"2104 Rayburn House Office Building, Washington, DC 20515",(202) 225-4155,https://bacon.house.gov
F000474,Mike Flood,House of Representatives,Nebraska,Republican,1.0,1975,https://www.congress.gov/img/member/67b4de4a61bd80d04553b0a5_200.jpg,"343 Cannon House Office Building, Washington, DC 20515",(202) 225-4806,https://flood.house.gov/
T000468,Dina Titus,House of Representatives,Nevada,Democratic,1.0,1950,https://www.congress.gov/img/member/6809296b6c2e6631263de728_200.jpg,"2370 Rayburn House Office Building, Washington, DC 20515",(202) 225-5965,https://titus.house.gov/
A000369,Mark E. Amodei,House of Representatives,Nevada,Republican,2.0,1958,https://www.congress.gov/img/member/a000369_200.jpg,"104 Cannon House Office Building, Washington, DC 20515",(202) 225-6155,https://amodei.house.gov
H001066,Steven Horsford,House of Representatives,Nevada,Democratic,4.0,1973,https://www.congress.gov/img/member/h001066_200.jpg,"406 Cannon House Office Building, Washington, DC 20515",(202) 225-9894,https://horsford.house.gov
L000590,Susie Lee,House of Representatives,Nevada,Democratic,3.0,1966,https://www.congress.gov/img/member/l000590_200.jpg,"365 Cannon House Office Building, Washington, DC 20515",(202) 225-3252,https://susielee.house.gov
P000614,Chris Pappas,House of Representatives,New Hampshire,Democratic,1.0,1980,https://www.congress.gov/img/member/p000614_200.jpg,"452 Cannon House Office Building, Washington, DC 20515",(202) 225-5456,https://pappas.house.gov
G000604,Maggie Goodlander,House of Representatives,New Hampshire,Democratic,2.0,1986,https://www.congress.gov/img/member/678ff62d66bf616cf1a7ce13_200.jpg,"223 Cannon House Office Building, Washington, DC 20515",(202) 225-5206,https://goodlander.house.gov/
S000522,Christopher H. Smith,House of Representatives,New Jersey,Republican,4.0,1953,https://www.congress.gov/img/member/s000522_200.jpg,"2373 Rayburn House Office Building, Washington, DC 20515",(202) 225-3765,https://chrissmith.house.gov/
P000034,"Frank Pallone, Jr.",House of Representatives,New Jersey,Democratic,6.0,1951,https://www.congress.gov/img/member/p000034_200.jpg,"2107 Rayburn House Office Building, Washington, DC 20515",(202) 225-4671,https://pallone.house.gov
N000188,Donald Norcross,House of Representatives,New Jersey,Democratic,1.0,1958,https://www.congress.gov/img/member/n000188_200.jpg,"2427 Rayburn House Office Building, Washington, DC 20515",(202) 225-6501,https://norcross.house.gov
W000822,Bonnie Watson Coleman,House of Representatives,New Jersey,Democratic,12.0,1945,https://www.congress.gov/img/member/w000822_200.jpg,"168 Cannon House Office Building, Washington, DC 20515",(202) 225-5801,https://watsoncoleman.house.gov/
G000583,Josh Gottheimer,House of Representatives,New Jersey,Democratic,5.0,1975,https://www.congress.gov/img/member/115_rp_nj_5_gottheimer_josh_200.jpg,"106 Cannon House Office Building, Washington, DC 20515",(202) 225-4465,https://gottheimer.house.gov
S001207,Mikie Sherrill,House of Representatives,New Jersey,Democratic,11.0,1972,https://www.congress.gov/img/member/s001207_200.jpg,"1427 Longworth House Office Building, Washington, DC 20515",(202) 225-5034,https://sherrill.house.gov/
K000398,"Thomas H. Kean, Jr.",House of Representatives,New Jersey,Republican,7.0,1968,https://www.congress.gov/img/member/k000398_200.jpg,"251 Cannon House Office Building, Washington, DC 20515",(202) 225-5361,https://kean.house.gov
M001226,Robert Menendez,House of Representatives,New Jersey,Democratic,8.0,1985,https://www.congress.gov/img/member/681231f6246d1b6bd8d9f6b4_200.jpg,"2453 Rayburn House Office Building, Washington, DC 20515",(202) 225-7919,https://menendez.house.gov
